rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
912	1	1	1	0.13242491057223682	-11.437392264146277	N/A	181.56451206723378	C22H41NO2	[M + H]+	MWQCBVWCBTUPDQ	InChI=1S/C22H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,24H,2-5,8,11-21H2,1H3,(H,23,25)	Anandamide (20:2, n-6)	CCCCCC=CCC=CCCCCCCCCCC(=O)NCCO	6.69999981	5283444;49824003	PubChem:(5283444 49824003);PubMed;CHEBI:(73733)	98	352.32117977344	536.471718	6523_cdhrc_dbgi_alc_pos_sirius_489
913	8	1	9	0.13218355207853585	-216.9762144713212	N/A	36.60376770470093	C12H24N3O3PS	[M + Na]+	JXAVLJWUECDWKI	InChI=1S/C12H24N3O3PS/c20-19(13-1-7-16-8-2-13,14-3-9-17-10-4-14)15-5-11-18-12-6-15/h1-12H2	Oprea1_490019	C1COCCN1P(=S)(N2CCOCC2)N3CCOCC3	-0.129859015	84217	PubChem:(84217)	2	344.1164631479476	279.416964	1213_cdhrc_dbgi_alc_pos_sirius_2946
914	4	1	11	0.1320884336823578	-244.39771729879521	N/A	54.816469034064156	C21H27FN4O6	[M + H]+	LJELBZSQFBWLOD	InChI=1S/C21H27FN4O6/c1-13(27)23-10-17-12-26(21(30)32-17)15-3-4-19(18(22)9-15)31-16-5-7-25(8-6-16)20(29)11-24-14(2)28/h3-4,9,16-17H,5-8,10-12H2,1-2H3,(H,23,27)(H,24,28)	N-[[(5S)-3-[4-[1-(2-acetamidoacetyl)piperidin-4-yl]oxy-3-fluorophenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)OC3CCN(CC3)C(=O)CNC(=O)C)F	0.300000012	485718	PubChem:(485718)	2	451.20074462890625	149.13503999999998	2320_cdhrc_dbgi_alc_pos_sirius_850
915	1	1	2	0.132083018635883	-107.59585849571513	N/A	32.83687745862479	C19H32O5	[M + H]+	RQTRGPINRLCPPR	InChI=1S/C19H32O5/c1-24-19-13-15(9-11-18(19)23)8-10-17(22)14-16(21)7-5-3-2-4-6-12-20/h9,11,13,16-17,20-23H,2-8,10,12,14H2,1H3	null	COC1=C(C=CC(=C1)CCC(CC(CCCCCCCO)O)O)O	4.01780748	86001496	PubChem:(86001496)	2	341.2321907446902	478.70572799999997	760_cdhrc_dbgi_alc_pos_sirius_4795
916	1	1	9	0.13206697098920267	-243.6250670091687	N/A	8.375536451191198	C44H76NO10P	[M + H]+	BOFLCSBQACMYRU	InChI=1S/C44H76NO10P/c1-10-24-39-34(3)36(5)41(54-39)26-20-16-12-14-18-22-28-43(46)50-32-38(33-52-56(48,49)51-31-30-45(7,8)9)53-44(47)29-23-19-15-13-17-21-27-42-37(6)35(4)40(55-42)25-11-2/h38H,10-33H2,1-9H3/p+1	null	CCCC1=C(C(=C(O1)CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC2=C(C(=C(O2)CCC)C)C)C)C	10.5	131770092	HMDB:(61420);PubChem:(131770092);PubChem class - bio and metabolites	16777226	810.5288092704408	575.7535859999999	4121_cdhrc_dbgi_alc_pos_sirius_2713
917	2	1	2	0.1318469518160812	-226.6811085578495	N/A	13.811379366656595	C19H21N5O4	[M + H]+	SBVLYHFUXNWKMP	InChI=1S/C19H21N5O4/c25-18(21-12-11-20-14-7-9-17(10-8-14)24(27)28)13-1-3-15(4-2-13)22-19(26)23-16-5-6-16/h1-4,7-10,16,20H,5-6,11-12H2,(H,21,25)(H2,22,23,26)	null	C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)NCCNC3=CC=C(C=C3)[N+](=O)[O-]	2.29999995	32562245	PubChem:(32562245)	2	384.1659211775817	155.73429000000002	2919_cdhrc_dbgi_alc_pos_sirius_3115
918	1	1	3	0.1316949597376235	-26.788713704332647	N/A	84.88519874232975	C10H8O2	[M + H]+	FXFYOPQLGGEACP	InChI=1S/C10H8O2/c1-7-2-4-9-8(6-7)3-5-10(11)12-9/h2-6H,1H3	Pralina	CC1=CC2=C(C=C1)OC(=O)C=C2	2.49489331	7092	HMDB:(32394);PubChem class - food;SuperNatural:(SN00000601);ZINC bio:(ZINC00057740);additional;HSDB:(92-48-8);MeSH:(7092);PubMed;NORMAN:(NS00001395);COCONUT:(CNP0321280);Natural Products:(UNPD82533);PubChem:(7092);CHEBI:(563586);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;KEGG Mine	25991881326	161.05996944681624	231.346122	157_cdhrc_dbgi_alc_pos_sirius_2466
919	2	1	3	0.13168753280349854	-337.2218474731296	N/A	66.75462631536851	C33H52F2O4	[M + H]+	QPDXUNWHAXIKKL	InChI=1S/C33H52F2O4/c1-4-5-6-7-29-18-19-30(32(35)31(29)34)28-16-14-27(15-17-28)26-12-10-24(11-13-26)8-9-25(21-38-3)22-39-33(37)23(2)20-36/h24-28,36H,2,4-22H2,1,3H3	null	CCCCCC1=C(C(=C(CC1)C2CCC(CC2)C3CCC(CC3)CCC(COC)COC(=O)C(=C)CO)F)F	8.60000038	138529249	PubChem:(138529249)	2	551.390489388873	600.042	612_cdhrc_dbgi_alc_pos_sirius_2822
920	1	1	2	0.13163872559522793	-35.83719696594188	N/A	235.77730292395296	C16H24O2	[M + H]+	HLBUIXYVHIIDFZ	InChI=1S/C16H24O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2,7-15H2,1H3,(H,17,18)	null	CCC#CC#CCCCCCCCCCC(=O)O	5.19999981	87556166	PubChem:(87556166)	2	249.1848907470703	379.61881200000005	279_cdhrc_dbgi_alc_pos_sirius_5717
921	2	1	3	0.13156307804734385	-60.427245489005045	N/A	125.83209689386277	C19H36O4	[M + Na]+	KVYUBFKSKZWZSV	InChI=1S/C19H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h7-8,18,20-21H,2-6,9-17H2,1H3	Monopalmitolein	CCCCCCC=CCCCCCCCC(=O)OCC(CO)O	5.16880417	3377134;5808324;9883914;53301862;53480976;71627386;87854564	COCONUT:(CNP0129608);HMDB:(11565);PubChem:(3377134 5808324 9883914 53301862 53480976 71627386 87854564);YMDB Mine;CHEBI:(133596);additional;PubChem class - bio and metabolites;Training Set;PubMed	34379153514	351.25223624705365	400.26855	6134_cdhrc_dbgi_alc_pos_sirius_189
922	1	1	4	0.13127790019439184	-115.4093915838606	N/A	56.20874937503286	C14H17NO5	[M + H]+	ZPOHLTAKUFWPLM	InChI=1S/C14H17NO5/c1-4-19-14(18)9-15(10(2)16)12-5-7-13(8-6-12)20-11(3)17/h5-8H,4,9H2,1-3H3	ethyl 2-(N-acetyl-4-acetyloxyanilino)acetate	CCOC(=O)CN(C1=CC=C(C=C1)OC(=O)C)C(=O)C	1.66734719	22630340	PubChem:(22630340)	2	280.11792099446046	270.36642	429_cdhrc_dbgi_alc_pos_sirius_2934
923	1	1	1	0.13122703457861187	-167.4573622831292	N/A	19.152072635273328	C13H23NO3	[M + H]+	NWJRSKLPMSAWOX	InChI=1S/C13H23NO3/c1-11(5-3-9-15)4-2-6-12(7-8-14)10-13(16)17/h11-12,15H,2-7,9-10H2,1H3,(H,16,17)	null	CC(CCCC(CC#N)CC(=O)O)CCCO	2.0999999	88029634	PubChem:(88029634)	2	242.1748503559725	206.173968	4081_cdhrc_dbgi_alc_pos_sirius_29
924	1	1	9	0.13099708156259118	-104.8130397487565	N/A	214.20108872339645	C24H45NO7	[M + H]+	GNNQSAPJPNATNC	InChI=1S/C24H45NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h6-7,13-14,18-24,26-30H,2-5,8-12,15-17,25H2,1H3	null	CCCCCC=CCCCCCC=CCC(C(COC1C(C(C(C(O1)CO)O)O)O)N)O	2.37096024	""	COCONUT:(CNP0230663)	2097152	460.3257347310798	459.907554	6796_cdhrc_dbgi_alc_pos_sirius_6051
925	5	1	10	0.13090094990087484	-91.96973691955141	N/A	64.35359313467129	C19H31NO9	[M + Na]+	VWZQHRQPSJCOMU	InChI=1S/C19H31NO9/c1-6-7-8-9-25-19-16(20-11(2)21)18(28-14(5)24)17(27-13(4)23)15(29-19)10-26-12(3)22/h15-19H,6-10H2,1-5H3,(H,20,21)	(5-acetamido-3,4-diacetyloxy-6-pentoxyoxan-2-yl)methyl acetate	CCCCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C	0.899999976	4331692;7155074;7155075;7155076;7155077;10251394;15386091;98392416;124832081;124832082;124427845;135183337	PubChem:(4331692 7155074 7155075 7155076 7155077 10251394 15386091 98392416 124832081 124832082 124427845 135183337)	2	440.1912743743906	242.050272	91_cdhrc_dbgi_alc_pos_sirius_5104
926	7	1	9	0.1308914812524359	-208.88706645970336	N/A	85.25382097547056	C16H35F3N3O3P	[M + H]+	GFNKIGHPQSISMW	InChI=1S/C16H35F3N3O3P/c1-6-14(21-15(23)16(17,18)19)10-8-7-9-11-26(20,24,25)22(12(2)3)13(4)5/h12-14,24-25H,6-11,20H2,1-5H3,(H,21,23)	null	CCC(CCCCCP(N)(N(C(C)C)C(C)C)(O)O)NC(=O)C(F)(F)F	2.9000001	88387421	PubChem:(88387421)	2	406.24371337890625	195.14116800000002	2564_cdhrc_dbgi_alc_pos_sirius_6824
927	8	1	10	0.13081089776408386	-390.83830646239005	N/A	80.55248367074226	C33H49N9O9	[M + Na]+	ZIGMVEDKQYDTOO	InChI=1S/C33H49N9O9/c1-19(2)13-23-32(50)42-24(14-21-9-5-4-6-10-21)31(49)38-16-27(45)37-18-29(47)39-22(30(34)48)11-7-8-12-35-26(44)15-25(33(51)41-23)40-28(46)17-36-20(3)43/h4-6,9-10,19,22-25H,7-8,11-18H2,1-3H3,(H2,34,48)(H,35,44)(H,36,43)(H,37,45)(H,38,49)(H,39,47)(H,40,46)(H,41,51)(H,42,50)	null	CC(C)CC1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CCCCNC(=O)CC(C(=O)N1)NC(=O)CNC(=O)C)C(=O)N)CC2=CC=CC=C2	-1.60000002	132018946	PubChem:(132018946)	2	738.3546506912444	259.83905400000003	122_cdhrc_dbgi_alc_pos_sirius_4120
928	1	1	8	0.13080776699921418	-197.22172695968362	N/A	65.20448372933473	C22H36N2O9	[M + H]+	YDQDDQIVWLZYQF	InChI=1S/C22H36N2O9/c1-6-7-8-9-10-11-18(29)24-22-19(23-13(2)25)21(32-16(5)28)20(31-15(4)27)17(33-22)12-30-14(3)26/h17,19-22H,6-12H2,1-5H3,(H,23,25)(H,24,29)	null	CCCCCCCC(=O)NC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C	1.60000002	11016179	PubChem:(11016179)	2	473.24917673215464	315.23925	999_cdhrc_dbgi_alc_pos_sirius_5120
929	1	1	5	0.13077584011913432	-221.4102367713326	N/A	19.410010794416895	C21H33F3O4	[M + H]+	OMYPAXBRIQAGSJ	InChI=1S/C21H33F3O4/c1-2-3-9-17(21(22,23)24)12-13-18(26)20(19(27)28,14-7-4-8-15-25)16-10-5-6-11-16/h4,8,16-17,25H,2-3,5-7,9-15H2,1H3,(H,27,28)	null	CCCCC(CCC(=O)C(CCC=CCO)(C1CCCC1)C(=O)O)C(F)(F)F	5.80000019	57034773	PubChem:(57034773)	2	407.2403997428677	319.533252	86_cdhrc_dbgi_alc_pos_sirius_4640
930	1	1	7	0.13028209990184011	-174.4930283902958	N/A	56.75728809946105	C20H29NO11	[M + H]+	PQTQIHNFBWTMFW	InChI=1S/C20H29NO11/c1-9(24)21-13-18(32-20-17(28)16(27)14(25)11(7-22)31-20)15(26)12(8-23)30-19(13)29-10-5-3-2-4-6-10/h2-6,11-20,22-23,25-28H,7-8H2,1H3,(H,21,24)	Phenyl 2-acetamido-2-deoxy-3-O-beta-D-galactopyranosyl-alpha-D-galactopyranoside	CC(=O)NC1C(C(C(OC1OC2=CC=CC=C2)CO)O)OC3C(C(C(C(O3)CO)O)O)O	-1.79999995	189808;14076982;68980295	MeSH:(189808);PubChem:(189808 14076982 68980295);PubMed	70	460.18116914618895	99.45312	1524_cdhrc_dbgi_alc_pos_sirius_5244
931	1	1	3	0.13021639229151313	-110.87858517097348	N/A	20.415796992981768	C14H35N5O2	[M + K]+	NGWKJYXPKRORSK	InChI=1S/C14H35N5O2/c20-13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14-21/h15-21H,1-14H2	null	C(CNCCNCCNCCNCCNCCCO)CO	-2.5999999	15667715	PubChem:(15667715)	2	344.2435705375781	353.22026999999997	190_cdhrc_dbgi_alc_pos_sirius_4757
932	9	1	10	0.13013164255690088	-269.8781491551926	N/A	152.40833689454072	C29H51N5O6	[M + K]+	CYROSHNYTGAUQN	InChI=1S/C29H51N5O6/c1-18(2)23(25(38)32-20(24(37)29(6,7)8)13-12-15-31-27(30)40)33-21(35)14-10-9-11-16-34-22(36)17-19(26(34)39)28(3,4)5/h18-20,23H,9-17H2,1-8H3,(H,32,38)(H,33,35)(H3,30,31,40)	null	CC(C)C(C(=O)NC(CCCNC(=O)N)C(=O)C(C)(C)C)NC(=O)CCCCCN1C(=O)CC(C1=O)C(C)(C)C	2.5999999	130266917	PubChem:(130266917)	2	604.3474147243281	491.14984799999996	3329_cdhrc_dbgi_alc_pos_sirius_5932
933	1	1	1	0.13005543554394328	-108.86434615176631	N/A	45.36928734243845	C16H27NO2	[M + H]+	IUWBSFNPVBZGGJ	InChI=1S/C16H27NO2/c17-13-9-5-3-1-2-4-6-12-15(16(18)19)14-10-7-8-11-14/h14-15H,1-12H2,(H,18,19)	null	C1CCC(C1)C(CCCCCCCCC#N)C(=O)O	5.0999999	10400657;124410676;124410677	PubChem:(10400657 124410676 124410677)	2	266.2117137633232	256.31462999999997	5767_cdhrc_dbgi_alc_pos_sirius_1625
934	1	1	1	0.13001140235758865	-9.429907871038997	N/A	3146.029638383294	C37H64O5	[M + Na]+	LUVBVYIAKJRODW	InChI=1S/C37H64O5/c1-3-5-7-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-10-8-6-4-2/h5,7,11-12,14-15,17-18,35,38H,3-4,6,8-10,13,16,19-34H2,1-2H3	null	CCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCC=CCC=CCC=CCC=CCC	12.1000004	138206311	PubChem:(138206311);Lipid:(DG(16:0_18:4))	4294967298	611.466019774106	607.3554	6117_cdhrc_dbgi_alc_pos_sirius_26
935	1	1	9	0.12994775033632386	-51.18982112421583	N/A	74.02279877501496	C32H50O3	[M + H]+	SOINDUWJQBFDIH	InChI=1S/C32H50O3/c1-20(33)35-25-11-12-30(7)24(28(25,4)5)10-13-32(9)26(30)23(34)18-21-22-19-27(2,3)14-15-29(22,6)16-17-31(21,32)8/h18,22,24-26H,10-17,19H2,1-9H3	(4,4,6a,6b,8a,11,11,14b-octamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl) acetate	CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C)C)C)C)C	8.69999981	623525;11134633;10480416;91884680	COCONUT:(CNP0383959);Natural Products:(UNPD118743 UNPD139017);PubChem:(623525 11134633 10480416 91884680);SuperNatural:(SN00263264 SN00303197)	3178498	483.38167413991613	671.5500000000001	6427_cdhrc_dbgi_alc_pos_sirius_1303
936	1	1	7	0.1297296398435571	-110.50996467569118	N/A	147.08149819587425	C30H44O2	[M + H]+	RHFMSWIBMNZMLY	InChI=1S/C30H44O2/c1-19(2)20-10-15-30(18-31)17-16-28(6)21(25(20)30)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h12-13,18,20-23,25H,1,8-11,14-17H2,2-7H3	(1R,3aS,5aR,5bR,7aR,11aR,11bR,13aR,13bR)-5a,5b,8,8,11a-pentamethyl-9-oxo-1-prop-1-en-2-yl-2,3,4,5,6,7,7a,11b,12,13,13a,13b-dodecahydro-1H-cyclopenta[a]chrysene-3a-carbaldehyde	CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C=CC(=O)C5(C)C)C)C)C=O	8.0	11385049;44559212	COCONUT:(CNP0078203);PubChem:(11385049 44559212);PubMed	2097218	437.3425598144531	263.780208	6844_cdhrc_dbgi_alc_pos_sirius_7209
937	3	1	11	0.1296448644710697	-104.11619282436936	N/A	103.16194897968683	C16H31N7O8	[M + H]+	KWLWBFOJESAQET	InChI=1S/C16H31N7O8/c1-7(26)11(15(30)31)23-14(29)10(6-25)22-13(28)9(5-24)21-12(27)8(17)3-2-4-20-16(18)19/h7-11,24-26H,2-6,17H2,1H3,(H,21,27)(H,22,28)(H,23,29)(H,30,31)(H4,18,19,20)	2-[[2-[[2-[[2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoic acid	CC(C(C(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)N)O	-7.69999981	22650406	PubChem:(22650406)	2	450.23273275786283	229.929126	1184_cdhrc_dbgi_alc_pos_sirius_4021
938	1	1	1	0.12943513258352454	-51.9374495215692	N/A	79.97732448049828	C9H8O3	[M + H]+	HBBNJUOEAJPFLK	InChI=1S/C9H8O3/c1-11-8-6-4-3-5-7(8)9(10)12-2/h1,3-6H,2H3	null	COC(=O)C1=CC=CC=C1O[CH]	1.71702528	59716328	PubChem:(59716328)	2	165.05477905273438	180.708666	1652_cdhrc_dbgi_alc_pos_sirius_5534
939	1	1	5	0.1293682549718238	-58.507071434178016	N/A	90.49633957287189	C15H12O7	[M + H]+	CXQWRCVTCMQVQX	InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,14-19,21H	Distylin	C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1.5	471;10185;712316;712318;439533;443758;12309272;25200369;25244891;70862948;101697092	HMDB:(125371);PubChem class - food;SuperNatural:(SN00001025 SN00001024 SN00001023);ZINC bio:(ZINC00105076 ZINC00105082 ZINC00105086);additional;MeSH:(471 439533);Plantcyc:(CPD-474);PubMed;NORMAN:(NS00015857);COCONUT:(CNP0268073);KNApSAcK:(677);Natural Products:(UNPD155042 UNPD162992 UNPD172347 UNPD176049);PubChem:(471 10185 712316 712318 439533 443758 12309272 25200369 25244891 70862948 101697092);YMDB Mine;CHEBI:(60037 38747 58329 41963 17948 32330 75747);PubChem class - bio and metabolites;KEGG:(C12316 C01617);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-10291 CPD-474)	34581965182	305.06570946300707	126.55968	2637_cdhrc_dbgi_alc_pos_sirius_5990
940	1	1	1	0.12934427347773994	-76.33475046091168	N/A	48.39451551516039	C7H12N4	[M + H]+	DXLYSPKZUXSVKN	InChI=1S/C7H12N4/c8-7(9)3-1-2-6-4-10-5-11-6/h4-5H,1-3H2,(H3,8,9)(H,10,11)	1H-Imidazole-4-butanimidamide	C1=C(NC=N1)CCCC(=N)N	-0.300000012	10176219	PubChem:(10176219);PubMed	66	153.11365509033203	709.2649200000001	2854_cdhrc_dbgi_alc_pos_sirius_6827
941	1	1	1	0.12928483599197513	-101.67078763794603	N/A	205.08276720649957	C21H37NO2	[M + H]+	YRBVQEYLFYPPJA	InChI=1S/C21H37NO2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21(23)24-20(2)19-22/h10-11,20H,3-9,12-18H2,1-2H3	null	CCCCCCCCC=CCCCCCCCC(=O)OC(C)C#N	7.80000019	22460113	PubChem:(22460113)	2	336.2902131304789	395.28333599999996	4722_cdhrc_dbgi_alc_pos_sirius_1548
942	1	1	10	0.12913345904636525	-171.62124868272298	N/A	102.19805525835875	C24H41NO10	[M + H]+	JQDYBMBKMGVDRX	InChI=1S/C24H41NO10/c1-6-7-12-30-13-10-8-9-11-14-31-24-21(25-16(2)26)23(34-19(5)29)22(33-18(4)28)20(35-24)15-32-17(3)27/h20-24H,6-15H2,1-5H3,(H,25,26)	null	CCCCOCCCCCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C	1.60000002	117686457	PubChem:(117686457)	2	504.28033791009716	267.980082	1975_cdhrc_dbgi_alc_pos_sirius_5334
943	1	1	1	0.12900481708302197	-57.91644858516522	N/A	26.26743227556996	C12H11NO	[M + H]+	SDVYSLSOAMJTPL	InChI=1S/C12H11NO/c1-14-11-6-4-5-10(9-11)12-7-2-3-8-13-12/h2-9H,1H3	Ambcb96709601	COC1=CC=CC(=C1)C2=CC=CC=N2	2.69579244	2759715	PubChem:(2759715)	2	186.09143319945028	352.755126	1311_cdhrc_dbgi_alc_pos_sirius_6891
944	1	1	2	0.12894451901124857	-138.2443676670565	N/A	15.357996483096578	C21H28O8	[M + Na]+	BGNYEVHTEQZTRS	InChI=1S/C21H28O8/c1-10(2)19(24)29-17-16-12(4)20(25)28-14(16)9-11(3)7-8-15(23)21(6,26)18(17)27-13(5)22/h7-8,10-11,14,16-18,26H,4,9H2,1-3,5-6H3	null	CC1CC2C(C(C(C(C(=O)C=C1)(C)O)OC(=O)C)OC(=O)C(C)C)C(=C)C(=O)O2	2.20000005	100963994	COCONUT:(CNP0168866);KNApSAcK:(49590);Natural Products:(UNPD89651);PubChem:(100963994)	2129938	431.1662902832031	216.14916	5624_cdhrc_dbgi_alc_pos_sirius_6340
945	1	1	2	0.12888988717050717	-77.48425712493935	N/A	23.42730110998376	C20H26O2	[M + H]+	KLSHBFNCVOKELW	InChI=1S/C20H26O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h6-15H,1-5H3,(H,21,22)	2,4,6,8,10,12,14-Hexadecaheptaenoicacid, 3,7,11,15-tetramethyl-, (all-E)-; Ro 10-0733	CC(=CC=CC(=CC=CC(=CC=CC(=CC(=O)O)C)C)C)C	7.0	9839244;54001166;59987081	PubChem:(9839244 54001166 59987081)	2	299.20058316219746	315.001266	5877_cdhrc_dbgi_alc_pos_sirius_1517
946	1	1	2	0.12882749273241523	-182.01217802323865	N/A	29.10483223065314	C17H31NO5	[M + H]+	OZRHNQSGFCYZGJ	InChI=1S/C17H31NO5/c18-14-15(19)11-12-17(22)23-13-9-7-5-3-1-2-4-6-8-10-16(20)21/h1-14,18H2,(H,20,21)	null	C(CCCCCC(=O)O)CCCCCOC(=O)CCC(=O)CN	0.300000012	73050917	PubChem:(73050917)	2	330.2275433549784	346.41705	2743_cdhrc_dbgi_alc_pos_sirius_5286
947	1	1	10	0.12867253500651232	-138.6041297312208	N/A	118.0866349181772	C35H58O10	[M + H]+	BANZWCKTTWTQOO	InChI=1S/C35H58O10/c1-29(2)19-7-8-20-32(6)27(41)25(40)26(31(5)11-9-22(45-31)30(3,4)42)35(32,17-36)14-13-34(20)16-33(19,34)12-10-21(29)44-28-24(39)23(38)18(37)15-43-28/h18-28,36-42H,7-17H2,1-6H3	null	CC1(C2CCC3C4(C(C(C(C4(CCC35C2(C5)CCC1OC6C(C(C(CO6)O)O)O)CO)C7(CCC(O7)C(C)(C)O)C)O)O)C)C	1.79999995	11828370;15907805;102023082	COCONUT:(CNP0119460);KNApSAcK:(45230);Natural Products:(UNPD48749 UNPD144019);PubChem:(11828370 15907805 102023082)	2129938	639.4088556362127	648.3348000000001	1560_cdhrc_dbgi_alc_pos_sirius_6728
948	1	1	1	0.12866580936464492	-83.28576657276376	N/A	14.853382379619696	C12H17NO2	[M + H]+	UMDAFUNCFQYMDP	InChI=1S/C12H17NO2/c1-9-7-5-6-8-10(9)13-11(14)15-12(2,3)4/h5-8H,1-4H3,(H,13,14)	tert-butyl o-tolylcarbamate	CC1=CC=CC=C1NC(=O)OC(C)(C)C	3.25809503	9815662	PubChem:(9815662);PubChem class - safety and toxic	67108866	208.13305146712105	138.167004	2219_cdhrc_dbgi_alc_pos_sirius_4207
949	1	1	1	0.12863417555875342	-128.2718331179658	N/A	21.971597576536833	C13H17NO5	[M + H]+	ZIFWDHVQZNSQAE	InChI=1S/C13H17NO5/c1-18-10-6-9(7-11(8-10)19-2)13(17)14-5-3-4-12(15)16/h6-8H,3-5H2,1-2H3,(H,14,17)(H,15,16)	Butanoic acid, 4-[(3,5-dimethoxybenzoyl)amino]-	COC1=CC(=CC(=C1)C(=O)NCCCC(=O)O)OC	1.0	16776837	PubChem:(16776837)	2	268.11786071231137	263.256126	1934_cdhrc_dbgi_alc_pos_sirius_4493
950	1	1	2	0.12861122982044365	-50.650158785744	N/A	145.79095114753892	C29H60O3	[M + H]+	ZEGJPYZWTYQDOC	InChI=1S/C29H60O3/c1-2-3-4-5-19-22-25-28(31)29(32)26-23-20-17-15-13-11-9-7-6-8-10-12-14-16-18-21-24-27-30/h28-32H,2-27H2,1H3	null	CCCCCCCCC(C(CCCCCCCCCCCCCCCCCCCO)O)O	11.3000002	129887435	PubChem:(129887435)	2	457.46094640719434	684.87786	6951_cdhrc_dbgi_alc_pos_sirius_2333
951	9	1	10	0.12857460564452636	-111.0766435205859	N/A	95.31263917671828	C45H74O10	[M + Na]+	QUZHZFAQJATMCA	InChI=1S/C45H74O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,38-39,42-46,49-51H,3-4,9-10,15-16,21-37H2,1-2H3	Monogalactosyldiacylglycerol(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCC=CCC=CCC=CCC	10.0	511877;656781;5771744;5282287;6479125;6479129;13909796;21582567;21775169;24797040;44431806;54248437;58679761;73805565;71466635;90880600;91551905;91599945;101590876;101609963;101267138;102245172;123241040;125416644;125416645;125416646;125416647;130464619;130464626;130467994;129887936;131731784;131739341;134762344;132275034;139267711	COCONUT:(CNP0204399);Natural Products:(UNPD50389 UNPD170422 UNPD193732 UNPD11725 UNPD212076);PubChem:(511877 656781 5771744 5282287 6479125 6479129 13909796 21582567 21775169 24797040 44431806 54248437 58679761 73805565 71466635 90880600 91551905 91599945 101590876 101609963 101267138 102245172 123241040 125416644 125416645 125416646 125416647 130464619 130464626 130467994 129887936 131731784 131739341 134762344 132275034 139267711);SuperNatural:(SN00236887 SN00237522 SN00404816 SN00158016);CHEBI:(34042);PubChem class - bio and metabolites;KEGG:(C13871);Plantcyc:(CPD-8168);Training Set;PubMed;Biocyc:(CPD-8168)	20105570	797.5157470703125	711.53466	1640_cdhrc_dbgi_alc_pos_sirius_4431
