confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
469	1	1	1	1	0.21175106592590315	-70.81962940058867	0.9999999999999999	102.26692320033274	C20H22O4	[M + H]+	QUXHYEYBMSKSMJ	InChI=1S/C20H22O4/c1-21-17-11-9-15(13-19(17)23-3)7-5-6-8-16-10-12-18(22-2)20(14-16)24-4/h5-14H,1-4H3	null	COC1=C(C=C(C=C1)C=CC=CC2=CC(=C(C=C2)OC)OC)OC	4.69999981	72545987	PubChem:(72545987);PubMed	66	327.15921	212.07	961_clematis_10_species_crop2-10min_231127_orbi_siri_964	964
470	1	1	1	2	0.21149937404020824	-193.93695466429756	0.9668341708542714	75.38093520605771	C22H37NO8	[M + H]+	VBSOCEQLKVTLDP	InChI=1S/C22H37NO8/c1-5-9-17(24)28-14-15-21(30-19(26)11-7-3)22(31-20(27)12-8-4)16(13-23-15)29-18(25)10-6-2/h15-16,21-23H,5-14H2,1-4H3	null	CCCC(=O)OCC1C(C(C(CN1)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC	2.70000005	54383676	PubChem:(54383676)	2	444.25978	151.0	279_clematis_10_species_crop2-10min_231127_orbi_siri_282	282
471	1	3	1	3	0.21115939444240456	-58.328230680999084	0.8738693467336683	16.749807664328824	C13H12O8	[M + Na]+	PMKQSEYPLQIEAY	InChI=1S/C13H12O8/c14-8-3-1-7(5-9(8)15)2-4-12(18)21-10(13(19)20)6-11(16)17/h1-5,10,14-15H,6H2,(H,16,17)(H,19,20)	phaselate	C1=CC(=C(C=C1C=CC(=O)OC(CC(=O)O)C(=O)O)O)O	0.600000024	442802;4484594;6124299;5281786;50986189;92299542;129826793;131848565	HMDB:(29318);SuperNatural:(SN00036104 SN00036430 SN00298852);ZINC bio:(ZINC01531858 ZINC06505385);MeSH:(5281786 50986189);Plantcyc:(CPD-11724);PubMed;COCONUT:(CNP0087056 CNP0252956);KNApSAcK:(2765);Natural Products:(UNPD157109 UNPD226238);PubChem:(442802 4484594 6124299 5281786 50986189 92299542 129826793 131848565);CHEBI:(8043);PubChem class - bio and metabolites;KEGG:(C10483);Biocyc:(CPD-11724)	20097406	319.0429	160.83	390_clematis_10_species_crop2-10min_231127_orbi_siri_393	393
472	1	1	1	1	0.21086999794157035	-124.93904482128501	0.9999999999999999	98.65500216194211	C15H16O8	[M + H]+	VPAOSFFTKWUGAD	InChI=1S/C15H16O8/c16-6-10-12(18)13(19)14(20)15(23-10)21-8-3-1-7-2-4-11(17)22-9(7)5-8/h1-5,10,12-16,18-20H,6H2	Skimmine	C1=CC(=CC2=C1C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O	-0.195407987	99693;320361;932878;12442834;16637913;20640061;22816386;57515096;124917424	COCONUT:(CNP0236174 CNP0293349);KNApSAcK:(32165);Natural Products:(UNPD25247 UNPD50759 UNPD15138);PubChem:(99693 320361 932878 12442834 16637913 20640061 22816386 57515096 124917424);SuperNatural:(SN00002282 SN00376538);ZINC bio:(ZINC01559620);additional;MeSH:(99693);Training Set;PubMed;Biocyc:(CPD-21593)	3729494	325.09248	138.58	83_clematis_10_species_crop2-10min_231127_orbi_siri_85	85
473	1	1	1	3	0.2107135293623804	-137.36775532107032	0.9663316582914573	202.54177290897798	C40H56O5	[M + H]+	NZEPSBGUXWWWSI	InChI=1S/C40H56O5/c1-28(17-13-18-30(3)21-22-35-36(5,6)23-32(41)25-38(35,9)44)15-11-12-16-29(2)19-14-20-31(4)34(43)27-40-37(7,8)24-33(42)26-39(40,10)45-40/h11-21,32-33,41-42,44H,23-27H2,1-10H3	Fucoxanthinol	CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)O)(C)C	7.5	607588;5375507;15559436;11273547;52918543;91578047;101982260;123792748	COCONUT:(CNP0131759);KNApSAcK:(23240);Natural Products:(UNPD20147 UNPD155452 UNPD32570 UNPD96322);PubChem:(607588 5375507 15559436 11273547 52918543 91578047 101982260 123792748);SuperNatural:(SN00226808 SN00301523 SN00250958);PubChem class - bio and metabolites;MeSH:(5375507 11273547 15559436 101982260);PubMed;Biocyc:(CPD-20690);KEGG Mine	8609892438	617.41981	503.05	1631_clematis_10_species_crop2-10min_231127_orbi_siri_1642	1642
474	1	2	1	2	0.2105589921878401	-248.7136310288402	0.34924623115577885	80.37004947696441	C26H30N6O5	[M + H]+	YZZALJBBMAZBRR	InChI=1S/C26H30N6O5/c1-16(33)30-22(12-18-7-9-20(34)10-8-18)25(36)32-23(13-19-14-28-15-29-19)26(37)31-21(24(27)35)11-17-5-3-2-4-6-17/h2-10,14-15,21-23,34H,11-13H2,1H3,(H2,27,35)(H,28,29)(H,30,33)(H,31,37)(H,32,36)	null	CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3=CC=CC=C3)C(=O)N	1.15737927	70938231	PubChem:(70938231)	2	507.23386	169.61	498_clematis_10_species_crop2-10min_231127_orbi_siri_501	501
475	1	1	1	1	0.20957928957601943	-187.76571035204563	0.9999999999999999	20.1826772580851	C20H24O12	[M + Na]+	HYPXVXMPWRMNIK	InChI=1S/C20H24O12/c1-9(21)27-8-15-17(28-10(2)22)18(29-11(3)23)19(30-12(4)24)20(32-15)31-14-7-5-6-13(25)16(14)26/h5-7,15,17-20,25-26H,8H2,1-4H3	null	CC(=O)OCC1C(C(C(C(O1)OC2=CC=CC(=C2O)O)OC(=O)C)OC(=O)C)OC(=O)C	0.158885032	68339332;68339336	PubChem:(68339332 68339336)	2	479.11605	166.09	458_clematis_10_species_crop2-10min_231127_orbi_siri_461	461
476	1	1	1	2	0.20925260337028997	-81.34831357465549	0.9824120603015075	23.199900407248315	C18H26N2O4	[M + H]+	IHGRQSWLDPSVEQ	InChI=1S/C18H26N2O4/c1-12(2)10-15(19-13(3)21)17(22)20-16(18(23)24-4)11-14-8-6-5-7-9-14/h5-9,12,15-16H,10-11H2,1-4H3,(H,19,21)(H,20,22)	methyl (2S)-2-[[(2S)-2-acetamido-4-methylpentanoyl]amino]-3-phenylpropanoate	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)OC)NC(=O)C	2.35288167	12990528;23278838;58319703	PubChem:(12990528 23278838 58319703)	2	335.19676	296.3	1419_clematis_10_species_crop2-10min_231127_orbi_siri_1430	1430
477	1	1	1	1	0.20881595560100583	-386.0634018663005	0.9989949748743717	107.03237388716771	C27H37NO12	[M + H]+	IIBZOGOEQRNKDQ	InChI=1S/C27H37NO12/c1-12-8-14(4-6-16(12)37-24-26(3,35)22(33)20(31)18(10-29)39-24)15-5-7-17(13(2)9-15)38-25-27(28,36)23(34)21(32)19(11-30)40-25/h4-9,18-25,29-36H,10-11,28H2,1-3H3	null	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)OC3C(C(C(C(O3)CO)O)O)(N)O)C)OC4C(C(C(C(O4)CO)O)O)(C)O	-0.899999976	134251018	PubChem:(134251018)	2	568.23898	203.06	864_clematis_10_species_crop2-10min_231127_orbi_siri_867	867
478	1	1	1	1	0.20871573700727275	-66.66249218609292	0.9994974874371858	162.91308672369203	C41H58O4	[M + H]+	GYSIGNCFCHZROO	InChI=1S/C41H58O4/c1-28(18-14-20-30(3)32(5)22-36-38(6,7)24-33(42)26-40(36,10)44)16-12-13-17-29(2)19-15-21-31(4)35-23-37-39(8,9)25-34(43)27-41(37,11)45-35/h12-21,23,33-35,42-44H,24-27H2,1-11H3	null	CC(=CC=CC=C(C)C=CC=C(C)C(=C=C1C(CC(CC1(C)O)O)(C)C)C)C=CC=C(C)C2C=C3C(CC(CC3(O2)C)O)(C)C	8.37896824	""	COCONUT:(CNP0306465);Natural Products:(UNPD63706);SuperNatural:(SN00347647)	3178496	615.44146	573.96	1754_clematis_10_species_crop2-10min_231127_orbi_siri_1766	1766
479	1	1	1	1	0.20868218832730576	-132.88662752450486	0.9999999999999999	125.66554969624902	C19H37NO8	[M + H]+	HJYYOUVXTIUMEJ	InChI=1S/C19H37NO8/c1-2-4-21-6-8-23-10-12-25-14-16-27-18-19-28-17-15-26-13-11-24-9-7-22-5-3-20/h1H,3-20H2	null	C#CCOCCOCCOCCOCCOCCOCCOCCOCCN	-1.79999995	58078852	PubChem:(58078852)	2	408.26011	180.17	630_clematis_10_species_crop2-10min_231127_orbi_siri_633	633
480	1	1	1	3	0.2085825055684191	-127.87551448067894	0.9507537688442211	27.005165377522353	C24H40O11	[M + Na]+	NQBMFFMRSAECDY	InChI=1S/C24H40O11/c1-12-7-14(26)8-23(3,4)15(12)6-5-13(2)34-21-19(29)18(28)17(27)16(35-21)9-32-22-20(30)24(31,10-25)11-33-22/h5-7,13-22,25-31H,8-11H2,1-4H3	null	CC1=CC(CC(C1C=CC(C)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O)(C)C)O	-1.70000005	10767844;101993684;131750894	COCONUT:(CNP0130470);HMDB:(29766);Natural Products:(UNPD80008);PubChem:(10767844 101993684 131750894);SuperNatural:(SN00316027);PubChem class - bio and metabolites	19955722	527.24654	240.61	1172_clematis_10_species_crop2-10min_231127_orbi_siri_1176	1176
481	1	1	1	1	0.2080786610176474	-232.1806798761573	0.9999999999999999	68.16691206120883	C17H19NO10	[M + H]+	RSBQRDKQQIICFV	InChI=1S/C17H19NO10/c1-9(19)25-14-8-24-17(16(27-11(3)21)15(14)26-10(2)20)28-13-7-5-4-6-12(13)18(22)23/h4-7,14-17H,8H2,1-3H3	Xylose, 1-O-(2-nitrophenyl)-	CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)OC2=CC=CC=C2[N+](=O)[O-]	1.39999998	538611;29985783;71307120;93090363;93090365;93090368;93090370	PubChem:(538611 29985783 71307120 93090363 93090365 93090368 93090370)	2	398.10858	152.28	290_clematis_10_species_crop2-10min_231127_orbi_siri_293	293
482	1	2	1	2	0.20787358885556564	-321.1047270756081	0.02763819095477387	35.965352127122394	C38H45N5O7	[M + H]+	ZXBAUOAPSNWMAH	InChI=1S/C38H45N5O7/c1-49-28-15-7-13-26(23-28)14-8-19-39-37(47)31-25-34(44)43-21-9-17-32(43)38(48)42-30(24-27-11-3-2-4-12-27)36(46)40-20-10-22-50-33-18-6-5-16-29(33)35(45)41-31/h2-7,11-13,15-16,18,23,30-32H,8-10,14,17,19-22,24-25H2,1H3,(H,39,47)(H,40,46)(H,41,45)(H,42,48)	null	COC1=CC=CC(=C1)CCCNC(=O)C2CC(=O)N3CCCC3C(=O)NC(C(=O)NCCCOC4=CC=CC=C4C(=O)N2)CC5=CC=CC=C5	3.5999999	133077060	PubChem:(133077060)	2	684.33866	242.58	1190_clematis_10_species_crop2-10min_231127_orbi_siri_1194	1194
483	1	1	1	1	0.20783587235832326	-38.97113700910621	0.9999999999999999	68.71669329643116	C13H18	[M + H]+	FYASLQYJBYEUET	InChI=1S/C13H18/c1-5-6-9-12-11(2)8-7-10-13(12,3)4/h1,6,9H,7-8,10H2,2-4H3	2-but-1-en-3-ynyl-1,3,3-trimethylcyclohexene	CC1=C(C(CCC1)(C)C)C=CC#C	3.97371507	3383007;5810088	PubChem:(3383007 5810088);YMDB Mine;KEGG Mine	42949672962	175.14819	145.13	226_clematis_10_species_crop2-10min_231127_orbi_siri_229	229
484	1	1	1	1	0.20616338640872847	-172.31114653474378	0.9999999999999999	143.85402844612992	C13H19NO7	[M + H]+	CKQLAHRYCGBQNG	InChI=1S/C13H19NO7/c14-7-3-6(4-15)1-2-8(7)20-13-12(19)11(18)10(17)9(5-16)21-13/h1-3,9-13,15-19H,4-5,14H2	null	C1=CC(=C(C=C1CO)N)OC2C(C(C(C(O2)CO)O)O)O	-1.43580508	129098464	PubChem:(129098464)	2	302.12377	128.69	89_clematis_10_species_crop2-10min_231127_orbi_siri_91	91
485	1	1	1	1	0.20540193300770945	-135.94532527966413	0.9999999999999999	94.76576387965629	C17H31NO11	[M + H]+	TVBKWSSRFBXROX	InChI=1S/C17H31NO11/c1-3-4-26-16-10(18-7(2)21)12(23)15(9(6-20)28-16)29-17-14(25)13(24)11(22)8(5-19)27-17/h8-17,19-20,22-25H,3-6H2,1-2H3,(H,18,21)	null	CCCOC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)NC(=O)C	-3.29999995	101260410	PubChem:(101260410)	2	426.19737	215.46	997_clematis_10_species_crop2-10min_231127_orbi_siri_1000	1000
486	1	1	1	1	0.2052739696134622	-19.747817405821884	0.9999999999999999	20.410371725989613	C21H20O11	[M + H]+	PEFNSGRTCBGNAN	InChI=1S/C21H20O11/c22-7-16-18(27)19(28)20(29)21(32-16)30-9-4-12(25)17-13(26)6-14(31-15(17)5-9)8-1-2-10(23)11(24)3-8/h1-6,16,18-25,27-29H,7H2	Cinaroside	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O	0.5	7067277;7067278;7067279;5280637;5291488;5488493;6604603;13093775;13093776;13093777;11705033;44559826;45483245;44258066;44258067;45933934;54184616;86289361;92448958;99733644;118491543;124429474	HMDB:(35588 38467);SuperNatural:(SN00011107 SN00158511 SN00020218 SN00395794 SN00284352 SN00338645 SN00006120 SN00158512 SN00006121 SN00011108 SN00006880);ZINC bio:(ZINC03947431 ZINC03947432 ZINC03947433 ZINC03947434 ZINC04096258 ZINC04349523 ZINC04349525 ZINC12153134 ZINC12153135 ZINC12153136 ZINC12153137 ZINC13424733);additional;MeSH:(5280637);Plantcyc:(LUTEOLIN-7-O-BETA-D-GLUCOSIDE);PubMed;NORMAN:(NS00043563);COCONUT:(CNP0199950 CNP0418530);KNApSAcK:(4266);Natural Products:(UNPD118651 UNPD141615 UNPD73843 UNPD115560 UNPD104862 UNPD174918 UNPD51223);PubChem:(7067277 7067278 7067279 5280637 5291488 5488493 6604603 13093775 13093776 13093777 11705033 44559826 45483245 44258066 44258067 45933934 54184616 86289361 92448958 99733644 118491543 124429474);CHEBI:(27994 77791);PubChem class - bio and metabolites;KEGG:(C03951);Training Set;Biocyc:(LUTEOLIN-7-O-BETA-D-GLUCOSIDE)	20900222	449.10761	148.64	264_clematis_10_species_crop2-10min_231127_orbi_siri_267	267
487	1	1	1	1	0.20522185877607083	-121.80691123704698	0.9999999999999999	85.77349682390364	C15H16O8	[M + H]+	PWRWGDUCAUFYAW	InChI=1S/C15H16O8/c16-7-3-5-8-4-1-2-6-9(8)22-15-12(19)10(17)11(18)13(23-15)14(20)21/h1-7,10-13,15,17-19H,(H,20,21)	null	C1=CC=C(C(=C1)C=CC=O)OC2C(C(C(C(O2)C(=O)O)O)O)O	-0.100000001	131837800	PubChem:(131837800);HMDB:(134044)	10	325.0916	224.51	1071_clematis_10_species_crop2-10min_231127_orbi_siri_1075	1075
488	1	1	1	1	0.2044782971445509	-374.4135688808332	0.9999999999999999	200.42576827095547	C24H41NO13	[M + H]+	YVCLEOBHONMRAG	InChI=1S/C24H41NO13/c1-12-17(28)18(29)19(30)23(35-12)38-24-6-5-14(37-24)10-32-7-4-8-33-21-16(25-13(2)27)22(31-3)36-15(9-26)20(21)34-11-24/h12,14-23,26,28-30H,4-11H2,1-3H3,(H,25,27)	null	CC1C(C(C(C(O1)OC23CCC(O2)COCCCOC4C(C(OC(C4OC3)CO)OC)NC(=O)C)O)O)O	-2.9000001	101006557	PubChem:(101006557)	2	552.26313	166.94	468_clematis_10_species_crop2-10min_231127_orbi_siri_471	471
489	1	1	1	1	0.20420338587890538	-61.79085830512321	0.9999999999999999	32.71096654666081	C9H6O2	[M + H]+	ZYGHJZDHTFUPRJ	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H	coumarin	C1=CC=C2C(=C1)C=CC(=O)O2	2.01151633	323;6914114;13027893;13027895;56845950;59950530;59973219;90996372;89421045	HMDB:(1218);PubChem class - food;SuperNatural:(SN00000987);ZINC bio:(ZINC00074709);additional;HSDB:(91-64-5);MeSH:(323);Plantcyc:(COUMARIN);PubMed;NORMAN:(NS00002381);COCONUT:(CNP0225025 CNP0257364);KNApSAcK:(2460);Natural Products:(UNPD21132);PubChem:(323 6914114 13027893 13027895 56845950 59950530 59973219 90996372 89421045);CHEBI:(28794);PubChem class - bio and metabolites;KEGG:(C05851);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(COUMARIN)	255781758	147.04408	173.66	550_clematis_10_species_crop2-10min_231127_orbi_siri_553	553
490	1	2	1	2	0.20397841112181353	-189.59488512821298	0.03768844221105528	82.24878422979336	C20H33NO10	[M + H]+	PXTJVZJEAPXWCR	InChI=1S/C20H33NO10/c1-12(23)21-17-19(30-15(4)26)18(29-14(3)25)16(11-28-13(2)24)31-20(17)27-10-8-6-5-7-9-22/h16-20,22H,5-11H2,1-4H3,(H,21,23)	null	CC(=O)NC1C(C(C(OC1OCCCCCCO)COC(=O)C)OC(=O)C)OC(=O)C	-0.100000001	14428597;117686455	PubChem:(14428597 117686455)	2	448.21802	184.56	677_clematis_10_species_crop2-10min_231127_orbi_siri_680	680
491	1	1	1	1	0.20363390056701355	-141.92947798802365	0.9994974874371858	29.167962374442222	C20H32O11	[M + Na]+	MUUXSPPHSMHPFJ	InChI=1S/C20H32O11/c1-2-3-4-5-6-10(22)7-8-11-13(23)15(25)17(27)19(29-11)31-20-18(28)16(26)14(24)12(9-21)30-20/h1,11-21,23-28H,3-9H2	null	C#CCCCCC(=O)CCC1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	-2.5999999	134335163	PubChem:(134335163)	2	471.18357	159.87	382_clematis_10_species_crop2-10min_231127_orbi_siri_385	385
492	1	1	1	1	0.2035978723744137	-8.49669979156715	0.9999999999999999	91.15906743534684	C10H10O4	[M + H]+	QURCVMIEKCOAJU	InChI=1S/C10H10O4/c1-14-9-4-2-7(6-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)	bmse000618	COC1=C(C=C(C=C1)C=CC(=O)O)O	1.3799032	1549043;92126;736186;54706233;54721279;54733733;71749120;131705614	HMDB:(955 131137);SuperNatural:(SN00335980 SN00001173);ZINC bio:(ZINC00156055 ZINC06007141);additional;MeSH:(736186 1549043);PubMed;NORMAN:(NS00014666);COCONUT:(CNP0061978 CNP0283368);KNApSAcK:(2752);Natural Products:(UNPD226810 UNPD139106);PubChem:(1549043 92126 736186 54706233 54721279 54733733 71749120 131705614);YMDB Mine;CHEBI:(27794);PubChem class - bio and metabolites;KEGG:(C10470);PubChem class - safety and toxic;Training Set	34447614334	195.06525	160.53	311_clematis_10_species_crop2-10min_231127_orbi_siri_314	314
493	1	1	1	1	0.20347040739225372	-20.217896337554254	0.9999999999999999	37.536291970842555	C11H22N2O3	[M + H]+	PNVLWFYAPWAQMU	InChI=1S/C11H22N2O3/c1-5-7(4)9(11(15)16)13-10(14)8(12)6(2)3/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)	Valylisoleucine	CCC(C)C(C(=O)O)NC(=O)C(C(C)C)N	0.620239735	7010531;7010532;5246012;5246013;13879963;61159029;61173671;61174009;65549609;65549611;79013331;92332029;93606478;129360317;133126360	HMDB:(29130);PubChem:(7010531 7010532 5246012 5246013 13879963 61159029 61173671 61174009 65549609 65549611 79013331 92332029 93606478 129360317 133126360);CHEBI:(75012);additional;PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20390)	17319978	231.17011	134.3	132_clematis_10_species_crop2-10min_231127_orbi_siri_134	134
494	1	1	1	1	0.20327066593180612	-58.891878649447534	0.9999999999999999	218.83196256379338	C13H23NO2	[M + H]+	HBOYDMDBSOITOO	InChI=1S/C13H23NO2/c14-12-10-8-6-4-2-1-3-5-7-9-11-13(15)16/h1-11H2,(H,15,16)	null	C(CCCCCC#N)CCCCCC(=O)O	4.0910573	23168794	PubChem:(23168794)	2	226.17977	585.83	1782_clematis_10_species_crop2-10min_231127_orbi_siri_1794	1794
495	1	1	1	1	0.20292503203157983	-87.81237363149437	0.9999999999999999	27.420336000502054	C15H32N2O3	[M + H]+	LFCMDIZENRYQJI	InChI=1S/C15H32N2O3/c1-16(2)11-7-5-9-13-19-15(18)20-14-10-6-8-12-17(3)4/h5-14H2,1-4H3	null	CN(C)CCCCCOC(=O)OCCCCCN(C)C	2.70000005	57306304	PubChem:(57306304)	2	289.24859	291.09	1408_clematis_10_species_crop2-10min_231127_orbi_siri_1418	1418
496	1	1	1	1	0.2026038473649765	-170.92358047695467	0.9999999999999999	67.59009529848063	C20H31N3O6	[M + H]+	MYJNPSWCHNYWJB	InChI=1S/C20H31N3O6/c1-20(2,3)29-17(24)13-22-11-10-21-12-16(18(25)27-4)23-19(26)28-14-15-8-6-5-7-9-15/h5-9,16,21-22H,10-14H2,1-4H3,(H,23,26)	null	CC(C)(C)OC(=O)CNCCNCC(C(=O)OC)NC(=O)OCC1=CC=CC=C1	1.39999998	57265514	PubChem:(57265514)	2	410.22841	200.31	825_clematis_10_species_crop2-10min_231127_orbi_siri_828	828
497	1	1	1	1	0.2022610261976492	-12.183938837337251	0.9999999999999999	155.91273293220988	C22H41NO2	[M + H]+	MWQCBVWCBTUPDQ	InChI=1S/C22H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,24H,2-5,8,11-21H2,1H3,(H,23,25)	Anandamide (20:2, n-6)	CCCCCC=CCC=CCCCCCCCCCC(=O)NCCO	6.69999981	5283444;49824003	PubChem:(5283444 49824003);PubMed;CHEBI:(73733)	98	352.32104	536.23	1682_clematis_10_species_crop2-10min_231127_orbi_siri_1693	1693
498	1	3	1	4	0.20209420413453213	-160.17466966071024	0.021608040201005027	83.20230026591845	C20H39N5O9	[M + Na]+	ZYBKSGDBCXKNAH	InChI=1S/C20H39N5O9/c1-7(27)25-11-4-10(23)17(33-20-15(29)13(24)14(28)12(6-26)32-20)16(30)18(11)34-19-9(22)3-2-8(5-21)31-19/h8-20,26,28-30H,2-6,21-24H2,1H3,(H,25,27)	null	CC(=O)NC1CC(C(C(C1OC2C(CCC(O2)CN)N)O)OC3C(C(C(C(O3)CO)O)N)O)N	-5.5	10719961	PubChem:(10719961)	2	516.26525	170.92	517_clematis_10_species_crop2-10min_231127_orbi_siri_520	520
499	1	1	1	2	0.20199634460041	-197.89865663995815	0.9859296482412062	62.45578425024081	C19H26N2O10	[M + H]+	VAXWDOBRNWCUNW	InChI=1S/C19H26N2O10/c1-9(22)20-17-13(7-21-15(26)5-6-16(21)27)31-14(8-28-10(2)23)18(29-11(3)24)19(17)30-12(4)25/h13-14,17-19H,5-8H2,1-4H3,(H,20,22)	null	CC(=O)NC1C(OC(C(C1OC(=O)C)OC(=O)C)COC(=O)C)CN2C(=O)CCC2=O	-1.89999998	117817286	PubChem:(117817286)	2	443.1663	152.28	293_clematis_10_species_crop2-10min_231127_orbi_siri_296	296
500	1	7	1	7	0.20182050397933904	-235.7458391439972	0.03316582914572865	28.548014835866056	C33H39N5O6	[M + H]+	NGVFBRDVYVEPFY	InChI=1S/C33H39N5O6/c1-20-16-25(40)14-11-23(20)19-28(31(42)36-27(30(35)41)18-21-6-3-2-4-7-21)37-32(43)29-8-5-15-38(29)33(44)26(34)17-22-9-12-24(39)13-10-22/h2-4,6-7,9-14,16,26-29,39-40H,5,8,15,17-19,34H2,1H3,(H2,35,41)(H,36,42)(H,37,43)	null	CC1=C(C=CC(=C1)O)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)N)NC(=O)C3CCCN3C(=O)C(CC4=CC=C(C=C4)O)N	2.5999999	44424809	PubChem:(44424809);PubMed	66	602.29585	214.1	986_clematis_10_species_crop2-10min_231127_orbi_siri_989	989
501	1	1	1	2	0.2017204781822764	-323.8839740201391	0.957286432160804	237.9572054760502	C33H65N5O4	[M + K]+	GLECOISBMQZJQI	InChI=1S/C33H65N5O4/c1-5-9-14-30(39)16-25-38(26-17-31(40)15-10-6-2)29-23-34-22-12-11-13-24-37(27-18-32(41)35-20-7-3)28-19-33(42)36-21-8-4/h34H,5-29H2,1-4H3,(H,35,41)(H,36,42)	null	CCCCC(=O)CCN(CCC(=O)CCCC)CCNCCCCCN(CCC(=O)NCCC)CCC(=O)NCCC	3.29999995	58040624	PubChem:(58040624)	2	634.46816	595.91	1803_clematis_10_species_crop2-10min_231127_orbi_siri_1815	1815
502	1	2	1	2	0.2015991293582734	-110.37697733061665	0.5814070351758794	93.73294644915042	C16H25NO10	[M + H]+	BHUCUDQLYLLDIA	InChI=1S/C16H25NO10/c1-6(2)8(3-17)26-16-14(23)12(21)11(20)9(27-16)5-25-15-13(22)10(19)7(18)4-24-15/h7-16,18-23H,1,4-5H2,2H3	Proacaciberin	CC(=C)C(C#N)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O	-2.9000001	656519;157485;190173;4479453;6325837;50986287	COCONUT:(CNP0234907);KNApSAcK:(1451);Natural Products:(UNPD147190 UNPD108291);PubChem:(656519 157485 190173 4479453 6325837 50986287);CHEBI:(8422);KEGG:(C08337)	2130226	392.156	134.0	128_clematis_10_species_crop2-10min_231127_orbi_siri_130	130
503	1	1	1	1	0.20149769640502455	-162.69175618910404	0.9999999999999999	117.06964698093583	C29H36O2	[M + H]+	YDMXEESTAJGZDN	InChI=1S/C29H36O2/c1-20(30)25-12-13-27-24-11-10-22-19-23(31)14-17-28(22,2)26(24)15-18-29(25,27)16-6-9-21-7-4-3-5-8-21/h3-5,7-8,10-11,19,24-27H,6,9,12-18H2,1-2H3	null	CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)CCCC5=CC=CC=C5	6.30000019	16113918;69477142	PubChem:(16113918 69477142)	2	417.27883	460.53	1592_clematis_10_species_crop2-10min_231127_orbi_siri_1603	1603
504	1	4	1	2	0.20065877771068277	-189.32677806410464	0.05879396984924623	4.347433591228006	C17H24N4O3	[M + Na]+	CKMGRJDAWFSFMQ	InChI=1S/C17H24N4O3/c1-3-4-5-6-9-20-16(23)14-15(18-11-19(14)10-12(2)22)21(17(20)24)13-7-8-13/h11,13H,3-10H2,1-2H3	null	CCCCCCN1C(=O)C2=C(N=CN2CC(=O)C)N(C1=O)C3CC3	2.29999995	21663906	PubChem:(21663906)	2	355.17275	195.28	784_clematis_10_species_crop2-10min_231127_orbi_siri_787	787
505	1	1	1	1	0.20061437842057103	-216.56335329302092	0.9999999999999999	28.771405089179908	C30H36O10	[M + Na]+	DPVYFKUZBLEOBZ	InChI=1S/C30H36O10/c1-33-25-15-9-21(17-27(25)35-3)29(31)39-37-23-11-5-19(6-12-23)20-7-13-24(14-8-20)38-40-30(32)22-10-16-26(34-2)28(18-22)36-4/h9-11,15-20,24H,5-8,12-14H2,1-4H3	null	COC1=C(C=C(C=C1)C(=O)OOC2CCC(CC2)C3CCC(=CC3)OOC(=O)C4=CC(=C(C=C4)OC)OC)OC	6.4000001	88179806	PubChem:(88179806)	2	579.21982	232.96	1125_clematis_10_species_crop2-10min_231127_orbi_siri_1129	1129
