molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus	ConfidenceScore_sirius	CSI:FingerIDScore_sirius	ZodiacScore_sirius	SiriusScore_sirius	molecularFormula_sirius	adduct_sirius	InChIkey2D_sirius	InChI_sirius	name_sirius	smiles_sirius	xlogp_sirius	ionMass_sirius	Unnamed: 0_metAnnot	rank_spec_metAnnot	msms_score_metAnnot	libname_metAnnot	structure_wikidata_metAnnot	structure_inchikey_metAnnot	structure_inchi_metAnnot	structure_smiles_metAnnot	structure_molecular_formula_metAnnot	adduct_metAnnot	structure_exact_mass_metAnnot	structure_nameTraditional_metAnnot	short_inchikey_metAnnot	structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_metAnnot	organism_wikidata_metAnnot	organism_name_metAnnot	organism_taxonomy_ottid_metAnnot	organism_taxonomy_01domain_metAnnot	organism_taxonomy_02kingdom_metAnnot	organism_taxonomy_03phylum_metAnnot	organism_taxonomy_04class_metAnnot	organism_taxonomy_05order_metAnnot	organism_taxonomy_06family_metAnnot	organism_taxonomy_07tribe_metAnnot	organism_taxonomy_08genus_metAnnot	organism_taxonomy_09species_metAnnot	organism_taxonomy_10varietas_metAnnot	matched_domain_metAnnot	matched_kingdom_metAnnot	matched_phylum_metAnnot	matched_class_metAnnot	matched_order_metAnnot	matched_family_metAnnot	matched_tribe_metAnnot	matched_genus_metAnnot	matched_species_metAnnot	score_taxo_metAnnot	score_max_consistency_metAnnot	final_score_metAnnot	rank_final_metAnnot	component_id_metAnnot	structure_taxonomy_npclassifier_01pathway_consensus_metAnnot	freq_structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_consensus_metAnnot	freq_structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_consensus_metAnnot	freq_structure_taxonomy_npclassifier_03class_metAnnot	shared_id
C36H36O20	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	0.3163929560649388	-51.71386286351857		42.48541889170862	C36H36O20	[M + H]+	MNQXYDTZVQQBJH	InChI=1S/C36H36O20/c37-11-22-26(45)29(48)31(50)35(53-22)56-34-30(49)27(46)23(12-51-24(44)6-2-13-1-4-16(39)18(41)7-13)54-36(34)55-33-28(47)25-20(43)9-15(38)10-21(25)52-32(33)14-3-5-17(40)19(42)8-14/h1-10,22-23,26-27,29-31,34-43,45-46,48-50H,11-12H2	Quercetin 3-(6''''-caffeoylsophoroside)	C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)O	0.200000003	789.1875165275738	1716.0	9.0	0.44507796	ISDB	http://www.wikidata.org/entity/Q105186712	NWOCYFGKUMMLPD-IIYHAVRMSA-N	InChI=1S/C36H36O20/c37-11-22-26(46)29(49)33(54-24(45)6-2-13-1-4-16(40)18(42)7-13)35(52-22)56-34-30(50)27(47)23(12-38)53-36(34)55-32-28(48)25-20(44)9-15(39)10-21(25)51-31(32)14-3-5-17(41)19(43)8-14/h1-10,22-23,26-27,29-30,33-44,46-47,49-50H,11-12H2/b6-2+/t22-,23-,26+,27+,29+,30-,33-,34+,35-,36-/m0/s1	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)O[C@@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](CO)[C@@H](O)[C@H]1O	C36H36O20		788.179993552	[(2S,3S,4R,5S,6S)-2-[(2S,3R,4S,5S,6S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	NWOCYFGKUMMLPD	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q146130	Ranunculus	387812.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Ranunculeae']	['Ranunculus']	['Unknown']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	0	7.780311822891235	1	-1.0							5758
C25H52N12O6	[M + H]+	Amino acids and Peptides	Ornithine alkaloids	Aminoglycosides	0.225938590053666	-50.23416979302419		329.940208560314	C40H56O5	[M + H]+	NZEPSBGUXWWWSI	InChI=1S/C40H56O5/c1-28(17-13-18-30(3)21-22-35-36(5,6)23-32(41)25-38(35,9)44)15-11-12-16-29(2)19-14-20-31(4)34(43)27-40-37(7,8)24-33(42)26-39(40,10)45-40/h11-21,32-33,41-42,44H,23-27H2,1-10H3	Fucoxanthinol	CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)O)(C)C	7.5	617.4189453125																																																		1520
C21H27N5O6	[M + H]+	Carbohydrates	Nucleosides	Purine nucleos(t)ides	0.1883623343601619	-190.06004320382823		60.511171492116176	C24H29N3O4	[M + Na]+	UIZYJMOLNQHXIX	InChI=1S/C24H29N3O4/c1-18(28)25-21-8-3-20(4-9-21)17-24(30)27-15-13-26(14-16-27)23(29)12-7-19-5-10-22(31-2)11-6-19/h3-6,8-11H,7,12-17H2,1-2H3,(H,25,28)		CC(=O)NC1=CC=C(C=C1)CC(=O)N2CCN(CC2)C(=O)CCC3=CC=C(C=C3)OC	1.60000002	446.2028377375085																																																		3011
C16H12F2N4O7	[M + H]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides	0.4838943448264717	-90.21234924742214		6.216839415867113	C12H27O7PS3	[M + H]+	WTOMYEFUYYGTNR	InChI=1S/C12H27O7PS3/c1-10(21(4)14)7-17-20(13,18-8-11(2)22(5)15)19-9-12(3)23(6)16/h10-12H,7-9H2,1-6H3		CC(COP(=O)(OCC(C)S(=O)C)OCC(C)S(=O)C)S(=O)C	-2.0	411.0740203857422																																																		1346
C14H27NO10	[M + H]+	Amino acids and Peptides	Amino acid glycosides	Cyanogenic glycosides	0.1752115250424766	-71.26871211203503		53.800007548209095	C14H27NO10	[M + H]+	WFQCUSNECGRTRN	InChI=1S/C14H27NO10/c1-2-22-14-11(21)12(9(19)6(4-17)24-14)25-13-7(15)10(20)8(18)5(3-16)23-13/h5-14,16-21H,2-4,15H2,1H3		CCOC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)N)O	-3.5	370.1707139877897																																																		1294
C30H44O2	[M + H]+	Terpenoids	Triterpenoids	Lupane triterpenoids	0.1454641381678343	-105.1094622142351		152.18719206971966	C30H44O2	[M + H]+	RHFMSWIBMNZMLY	InChI=1S/C30H44O2/c1-19(2)20-10-15-30(18-31)17-16-28(6)21(25(20)30)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h12-13,18,20-23,25H,1,8-11,14-17H2,2-7H3	(1R,3aS,5aR,5bR,7aR,11aR,11bR,13aR,13bR)-5a,5b,8,8,11a-pentamethyl-9-oxo-1-prop-1-en-2-yl-2,3,4,5,6,7,7a,11b,12,13,13a,13b-dodecahydro-1H-cyclopenta[a]chrysene-3a-carbaldehyde	CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C=CC(=O)C5(C)C)C)C)C=O	8.0	437.34179452262833	1158.0	4.0	0.529777	ISDB	http://www.wikidata.org/entity/Q104965337	CMXCLTFHXRTSPB-WIXFNSMHSA-N	InChI=1S/C30H44O2/c1-18(2)9-7-10-19(3)23-14-22-16-30(25(23)13-21(22)5)26-15-24-20(4)11-8-12-29(24,6)17-27(26)32-28(30)31/h9,13,15,19-20,22-23,25-27H,7-8,10-12,14,16-17H2,1-6H3/t19-,20-,22+,23-,25-,26-,27+,29+,30-/m0/s1	CC(C)=CCC[C@H](C)[C@@H]1C[C@@H]2C[C@]3(C(=O)O[C@@H]4C[C@@]5(C)CCC[C@H](C)C5=C[C@@H]43)[C@H]1C=C2C	C30H44O2		436.334130648	(1'R,3S,3aR,4'R,5S,8'S,8aR,9aR)-2',5,8a-trimethyl-8'-[(2S)-6-methylhept-5-en-2-yl]spiro[5,6,7,8,9,9a-hexahydro-3aH-benzo[f][1]benzofuran-3,5'-bicyclo[2.2.2]oct-2-ene]-2-one	CMXCLTFHXRTSPB	Terpenoids	Triterpenoids	Lanostane, Tirucallane and Euphane triterpenoids	http://www.wikidata.org/entity/Q1520938	Helenium autumnale	483908.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Helenieae']	['Helenium']	['Helenium autumnale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	7.119107961654663	1	72.0	Terpenoids	0.7052631578947368	Triterpenoids	0.5894736842105263	Oleanane triterpenoids	0.4842105263157895	4203
C23H47N3O	[M + H]+	Alkaloids	Ornithine alkaloids	Polyamines	0.1472904585393504	-109.65956934850075		27.955254233115383	C23H47N3O	[M + H]+	NCKDAICEHQYOOQ	InChI=1S/C23H47N3O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)26-22-21-25-20-19-24/h10-11,25H,2-9,12-22,24H2,1H3,(H,26,27)		CCCCCCCCCC=CCCCCCCCC(=O)NCCNCCN	6.19999981	382.3791817927057																																																		6064
C23H31NO11	[M + Na]+	Alkaloids	Pseudoalkaloids (transamidation)	Pyridine alkaloids	0.1123599829229542	-126.1531181837631		50.33907730624982	C20H35NO12	[M + K]+	DBGQTDPSPOQOPZ	InChI=1S/C20H35NO12/c1-6-11(21-9-3-8(4-22)13(25)16(28)14(9)26)15(27)18(30)20(32-6)33-19-10(5-23)31-7(2)12(24)17(19)29/h3,6-7,9-30H,4-5H2,1-2H3	6-[[6-[4,5-dihydroxy-2-(hydroxymethyl)-6-methyloxan-3-yl]oxy-4,5-dihydroxy-2-methyloxan-3-yl]amino]-4-(hydroxymethyl)cyclohex-4-ene-1,2,3-triol	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)C)CO)O)O)NC3C=C(C(C(C3O)O)O)CO	-5.4000001	520.1812996504179																																																		6338
C37H45N5O15	[M + H]+	Alkaloids	Tyrosine alkaloids	Secoiridoid monoterpenoids	0.3680394039168879	-340.1911707290072		169.8843303771484	C40H47N3O13	[M + Na]+	PIQJDJYMSQCKGP	InChI=1S/C40H47N3O13/c1-25(44)48-23-32-35(53-26(2)45)36(54-27(3)46)33(42-43-41)39(55-32)52-24-31-34(49-20-28-14-8-5-9-15-28)37(50-21-29-16-10-6-11-17-29)38(40(47-4)56-31)51-22-30-18-12-7-13-19-30/h5-19,31-40H,20-24H2,1-4H3		CC(=O)OCC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5)N=[N+]=[N-])OC(=O)C)OC(=O)C	4.5999999	800.297154503752	2138.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q72437038	MWLKXILGJPSPKZ-LWSBBEHMSA-N	InChI=1S/C34H46O19/c1-5-15-17(18(29(44)46-3)12-48-31(15)52-33-27(42)25(40)23(38)20(10-36)50-33)8-7-14(9-35)22-16(6-2)32(49-13-19(22)30(45)47-4)53-34-28(43)26(41)24(39)21(11-37)51-34/h5-7,9,12-13,15-17,20-28,31-34,36-43H,1-2,8,10-11H2,3-4H3/b14-7+/t15-,16-,17+,20-,21-,22+,23-,24-,25+,26+,27-,28-,31+,32+,33+,34+/m1/s1	C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C/C=C(\C=O)[C@@H]1C(C(=O)OC)=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C=C	C34H46O19	pos_1_1proton1acetonitrile	758.263329252	(E)-Aldosecologanin	MWLKXILGJPSPKZ	Terpenoids	Monoterpenoids	Secoiridoid monoterpenoids	http://www.wikidata.org/entity/Q161083	Lonicera japonica	2125.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Lonicera']	['Lonicera japonica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']		['Lonicera']		7	3	8.5	1	563.0	Terpenoids	1.0	Monoterpenoids	1.0	Secoiridoid monoterpenoids	1.0	6989
C27H40N2O16	[M + H]+	Shikimates and Phenylpropanoids	Phenylethanoids (C6-C2)	Phenylethanoids	0.0815188483357991	-275.5058695120453		35.362285110965914	C30H42O14	[M + Na]+	XQPKKOQWBSSHEF	InChI=1S/C30H42O14/c31-13-23-24(37)25(38)26(39)30(43-23)44-28-22(36)14-41-29(27(28)40)42-17(8-5-16-7-10-19(33)21(35)12-16)4-2-1-3-15-6-9-18(32)20(34)11-15/h6-7,9-12,17,22-40H,1-5,8,13-14H2		C1C(C(C(C(O1)OC(CCCCC2=CC(=C(C=C2)O)O)CCC3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	0.600000024	649.247288890532																																																		5657
C23H24O11	[M + H]+	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	0.1454871425274961	-177.56023497442624		10.072510799750784	C23H24O11	[M + H]+	UHLWPBYBTUVRPB	InChI=1S/C23H24O11/c1-30-11-6-16-19(13(26)8-14(32-16)10-3-4-12(25)15(5-10)31-2)17(7-11)33-23-22(29)21(28)20(27)18(9-24)34-23/h3-8,18,20-25,27-29H,9H2,1-2H3		COC1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C=C(O2)C4=CC(=C(C=C4)O)OC	0.600000024	477.1374751721858	1612.0	1.0|1.0|1.0	0.0|0.0|0.0	MS1_match|MS1_match|MS1_match	http://www.wikidata.org/entity/Q104400135|http://www.wikidata.org/entity/Q105205199|http://www.wikidata.org/entity/Q105022447	YMKQLZWZRFMJBN-UHFFFAOYSA-N|PBHOYFHVNTVOLB-JEQBVLSKSA-N|GWJOORMJFDUWLC-JEQBVLSKSA-N	InChI=1S/C21H26O11/c1-21(2,28)14-4-9-11(31-14)5-12-15(16(9)24)10(23)3-8(30-12)7-29-20-19(27)18(26)17(25)13(6-22)32-20/h3,5,13-14,17-20,22,24-28H,4,6-7H2,1-2H3|InChI=1S/C21H26O11/c1-9(8-30-21-19(29)18(28)17(27)15(7-23)32-21)2-3-11-12(24)5-14(26)16-13(25)4-10(6-22)31-20(11)16/h2,4-5,15,17-19,21-24,26-29H,3,6-8H2,1H3/b9-2+/t15-,17-,18+,19-,21-/m1/s1|InChI=1S/C21H26O11/c1-9(6-22)2-3-11-14(31-21-19(29)18(28)17(27)15(8-24)32-21)5-13(26)16-12(25)4-10(7-23)30-20(11)16/h2,4-5,15,17-19,21-24,26-29H,3,6-8H2,1H3/b9-2+/t15-,17-,18+,19-,21-/m1/s1	CC(C)(O)C1Cc2c(cc3oc(COC4OC(CO)C(O)C(O)C4O)cc(=O)c3c2O)O1|C/C(=C\Cc1c(O)cc(O)c2c(=O)cc(CO)oc12)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|C/C(=C\Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c2c(=O)cc(CO)oc12)CO	C21H26O11|C21H26O11|C21H26O11	pos_1_sodium|pos_1_sodium|pos_1_sodium	454.147511652|454.147511652|454.147511652	prim-O-Glucosylangelicain|5,7-dihydroxy-2-(hydroxymethyl)-8-[(E)-3-methyl-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-2-enyl]chromen-4-one|2-(Hydroxymethyl)-5-hydroxy-7-(beta-D-glucopyranosyloxy)-8-[(E)-3-methyl-4-hydroxy-2-butenyl]-4H-1-benzopyran-4-one	YMKQLZWZRFMJBN|PBHOYFHVNTVOLB|GWJOORMJFDUWLC	Polyketides|Polyketides|Polyketides	Chromanes|Chromanes|Chromanes	Chromones|Chromones|Chromones	http://www.wikidata.org/entity/Q4224089|http://www.wikidata.org/entity/Q161553|http://www.wikidata.org/entity/Q15374598	Actaea cimicifuga|Eranthis hyemalis|Eranthis cilicica	988720.0|756503.0|5922989.0	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']	['Cimicifugeae']|['Cimicifugeae']|['Cimicifugeae']	['Actaea']|['Eranthis']|['Eranthis']	['Actaea cimicifuga']|['Eranthis hyemalis']|['Eranthis cilicica']	nan|nan|nan	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']	nan|nan|nan	nan|nan|nan	nan|nan|nan	6|6|6	3|3|3	7.5|7.5|7.5	1|1|1	66.0	Shikimates and Phenylpropanoids	0.5	Chromanes	0.5	Chromones	0.5	5479
C30H36O10	[M + Na]+	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	0.1568319570792801	-183.0927949941796		28.26069875922262	C27H40O11	[M + K]+	OYDGZZNKNSETQI	InChI=1S/C27H40O11/c1-5-15(2)8-6-9-16(3)10-7-11-17(4)14-35-26-24(34)22(32)25(19(13-29)37-26)38-27-23(33)21(31)20(30)18(12-28)36-27/h5-11,18-34H,1-2,12-14H2,3-4H3	(3R,4S,5S,6R)-2-[(2R,3S,4R,5R)-6-[(2E,4E,6E,8E)-2,6-dimethyl-10-methylidenedodeca-2,4,6,8,11-pentaenoxy]-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	CC(=CC=CC(=CC=CC(=C)C=C)C)COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O	1.29999995	579.2202462060455																																																		6385
C15H26ClN3O6	[M + Na]+	Carbohydrates	Nucleosides	Pyrimidine nucleos(t)ides	0.1635256867217671	-124.16084759963564		23.79640651214821	C17H17N9O2	[M + Na]+	NWMWAKCUTCENNG	InChI=1S/C17H17N9O2/c18-10-4-1-6-12(20-10)23-16(27)25-14-8-3-9-15(22-14)26-17(28)24-13-7-2-5-11(19)21-13/h1-9H,(H8,18,19,20,21,22,23,24,25,26,27,28)		C1=CC(=NC(=C1)NC(=O)NC2=NC(=CC=C2)NC(=O)NC3=CC=CC(=N3)N)N	0.5	402.14028973886127																																																		3145
C19H38O4	[M + H]+	Fatty acids	Glycerolipids	Monoacylglycerols	0.1651988290034657	-17.555787880136663		23.24723269001581	C19H38O4	[M + H]+	QHZLMUACJMDIAE	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3	Monopalmitin	CCCCCCCCCCCCCCCC(=O)OCC(CO)O	5.56583691	331.2847200211382	200.0	4.0	0.6216725	ISDB	http://www.wikidata.org/entity/Q27887716	QHZLMUACJMDIAE-UHFFFAOYSA-N	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3	CCCCCCCCCCCCCCCC(=O)OCC(O)CO	C19H38O4		330.277009696	Glyceryl palmitate	QHZLMUACJMDIAE	Fatty acids	Glycerolipids	Monoacylglycerols	http://www.wikidata.org/entity/Q682257	Actaea racemosa	512702.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Cimicifugeae']	['Actaea']	['Actaea racemosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']				6	0	8.486690044403076	1	-1.0							1527
C15H23NO5	[M + H]+	Alkaloids	Lysine alkaloids	Piperidine alkaloids	0.089500434635562	-200.5956342763697		50.85742783911351	C15H23NO5	[M + H]+	WRIUTRYYHXOLLG	InChI=1S/C15H23NO5/c1-5-6-20-12-7-11(15(18)19)8-13(21-9(2)3)14(12)16-10(4)17/h5,8-9,12-14H,1,6-7H2,2-4H3,(H,16,17)(H,18,19)		CC(C)OC1C=C(CC(C1NC(=O)C)OCC=C)C(=O)O	0.800000012	298.1662642641948																																																		2401
C12H16O3	[M + H]+	Fatty acids	Octadecanoids	Jasmonic acids	0.1405942579272159	-63.09639962080403		239.3754930291645	C12H16O3	[M + H]+	UBCIGAGYGKIBJN	InChI=1S/C12H16O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h9-10H,2,5-8H2,1H3,(H,14,15)	2-(3-oxo-2-pent-2-ynylcyclopentyl)acetic acid	CCC#CCC1C(CCC1=O)CC(=O)O	1.29999995	209.11742021975687	1589.0	3.0	0.6588022	ISDB	http://www.wikidata.org/entity/Q105226302	QRGXNNLNKJPFIX-LBPRGKRZSA-N	InChI=1S/C12H16O3/c1-9-4-6-11(7-5-9)12(3,14)8-15-10(2)13/h4-7,14H,8H2,1-3H3/t12-/m0/s1	CC(=O)OC[C@](C)(O)c1ccc(C)cc1	C12H16O3		208.109944372	[(2R)-2-hydroxy-2-(4-methylphenyl)propyl] acetate	QRGXNNLNKJPFIX	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q15557631	Haplopappus remyanus	7599243.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Astereae']	['Haplopappus']	['Haplopappus remyanus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	7.63520884513855	1	131.0	Terpenoids	0.8888888888888888	Sesquiterpenoids	0.8888888888888888	Bufadienolides	0.2222222222222222	54
C20H39NO	[M + H]+	Fatty acids	Fatty amides	N-acyl amines	0.1252275900122235	-7.206238174149382		168.1075905946472	C20H39NO	[M + H]+	LBHQTVBKPMHICN	InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)	cis-11-Eicosenamide	CCCCCCCCC=CCCCCCCCCCC(=O)N	7.69999981	310.3103208947017	2018.0	1.0	0.7430135	ISDB	http://www.wikidata.org/entity/Q105149280	LBHQTVBKPMHICN-MDZDMXLPSA-N	InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)/b10-9+	CCCCCCCC/C=C/CCCCCCCCCC(N)=O	C20H39NO		309.303164868	trans-11-Icosenamide	LBHQTVBKPMHICN	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']											0	1	3.4720540046691895	1	89.0	Fatty acids	0.5609756097560976	Fatty Acids and Conjugates	0.3170731707317073	Hydroxy fatty acids	0.1951219512195122	663
C9H19FO2	[M + H]+	Fatty acids	Fatty acyls	Fatty alcohols	0.0775253270170609	-85.63747980455858		104.52516731821784	C12H18O	[M + H]+	YKCDOWNHXRDRPQ	InChI=1S/C12H18O/c1-3-11-6-5-10(7-8-13)9-12(11)4-2/h3-5,11-13H,1-2,6-9H2		C=CC1CC=C(CC1C=C)CCO	2.29999995	179.14355243404952	588.0	7.0	0.21589668	ISDB	http://www.wikidata.org/entity/Q115947064	BPMFQXXZWSBLRP-UHFFFAOYSA-N	InChI=1S/C12H18O/c1-9-5-11(6-10(2)13)8-12(3,4)7-9/h5-6H,7-8H2,1-4H3	CC(=O)C=C1C=C(C)CC(C)(C)C1	C12H18O		178.135765196	1-(3,5,5-Trimethyl-2-cyclohexen-1-ylidene)-2-propanone	BPMFQXXZWSBLRP	Terpenoids	Monoterpenoids		http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	5.863586723804474	1	5.0	Terpenoids	0.4590163934426229	Monoterpenoids	0.360655737704918	Iridoids monoterpenoids	0.2950819672131147	2511
C16H30ClN3O9	[M + K]+	Amino acids and Peptides	Ornithine alkaloids	Polyamines	0.4394833756620191	-173.1929627126923		38.595986787953954	C16H29NO13	[M + K]+	QSMIZLMBKWVGPH	InChI=1S/C16H29NO13/c1-6(20)17-11-7(21)2-16(15(27)28,30-14(11)13(26)9(23)4-19)29-5-10(24)12(25)8(22)3-18/h7-14,18-19,21-26H,2-5H2,1H3,(H,17,20)(H,27,28)		CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OCC(C(C(CO)O)O)O)O	-5.5	482.1292097235117																																																		7383
C31H34O20	[M + H]+	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	0.4062674843988393	-230.79941240008364		91.90151285539054	C31H34O20	[M + H]+	WNZBPSYYPJOBPK	InChI=1S/C31H34O20/c32-7-17-21(39)24(42)26(44)30(49-17)47-12-5-15(36)20-16(6-12)48-28(10-1-2-13(34)14(35)3-10)29(23(20)41)51-31-27(45)25(43)22(40)18(50-31)9-46-8-11(33)4-19(37)38/h1-3,5-6,17-18,21-22,24-27,30-32,34-36,39-40,42-45H,4,7-9H2,(H,37,38)		C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)COCC(=O)CC(=O)O)O)O)O)O)O	-2.45352101	727.1719638956862																																																		7212
C38H42N10O8S2	[M + H]+	Amino acids and Peptides	Oligopeptides	Cyclic peptides	0.3826505745975244	-475.35212905726576		40.24443628183976	C33H48N10O9S2	[M + K]+	JMJLQTNXIGRJRH	InChI=1S/C33H48N10O9S2/c1-4-16(2)26-32(51)40-23(10-19-11-36-15-38-19)31(50)43-27(17(3)44)33(52)41-24(28(35)47)14-54-53-13-21(34)29(48)39-22(30(49)37-12-25(46)42-26)9-18-5-7-20(45)8-6-18/h5-8,11,15-17,21-24,26-27,44-45H,4,9-10,12-14,34H2,1-3H3,(H2,35,47)(H,36,38)(H,37,49)(H,39,48)(H,40,51)(H,41,52)(H,42,46)(H,43,50)		CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N)C(C)O)CC3=CN=CN3	-1.29999995	831.2674174848016																																																		5589
